artist_name,track_name,album_name,is_explicit,genres,release_date,track_id,danceability,valence,energy,loudness,acousticness,instrumentalness,liveness,speechiness,key,tempo,mode,duration_ms,time_signature
Beyoncé,"If I Were a Boy - Chase ""Girls"" Remix - Club",If I Were A Boy - Dance Mixes - Volume II,FALSE,"pop, r&b",2/3/2009,3icUVY5rnJq6rXxZtxWmvn,0.677,0.814,0.969,-5.082,0.00212,0.614,0.183,0.0556,1,127.006,1,507987,4
Beyoncé,If I Were a Boy - Lost Daze Remix - Radio Edit,If I Were A Boy - Dance Mixes - Volume II,FALSE,"pop, r&b",2/3/2009,7ekhSSb1fU9opOmd8dlsET,0.689,0.912,0.83,-4.947,0.0114,6.67E-06,0.293,0.0515,3,122.957,0,185480,4
"Beyoncé, Remixed by Mark Picchiotti for MARK! Productions, Inc. and Peace Bisquit",If I Were a Boy - Mark Picchiotti Remix - Radio Edit,If I Were A Boy - Dance Mixes - Volume II,FALSE,"pop, r&b",2/3/2009,25KVkjHuUenqvniXxMCaw5,0.75,0.966,0.839,-6.371,0.000185,0.0772,0.364,0.0378,6,125.974,1,222147,4
Beyoncé,"If I Were a Boy - Chase ""Girls"" Remix - Radio Edit",If I Were A Boy - Dance Mixes - Volume II,FALSE,"pop, r&b",2/3/2009,0MVM8tgLUdVn50XqSVJb6s,0.613,0.857,0.932,-5.432,0.000856,0.0439,0.153,0.0412,1,127.007,1,211747,4
"Beyoncé, Maurice Joshua for Nu Soul Inc.",If I Were a Boy - Maurice Joshua Mojo UK Remix - Main,If I Were A Boy - Dance Mixes - Volume I,FALSE,"pop, r&b",2/3/2009,4eoXTLjwlUwkaVtdZZ6dfn,0.711,0.902,0.82,-7.003,0.0037,0.171,0.0587,0.0417,1,126,1,390600,4
"Beyoncé, Maurice Joshua for Nu Soul Inc.",If I Were a Boy - Maurice Joshua Mojo UK Remix - Dub,If I Were A Boy - Dance Mixes - Volume I,FALSE,"pop, r&b",2/3/2009,6OWtimmauMDIs8EDQxwtz9,0.706,0.83,0.85,-6.434,0.00457,0.132,0.0512,0.0406,1,125.998,1,388920,4
"Beyoncé, Achilles Sparta, Peter Krajczar",If I Were a Boy - Karmatronic Remix - Main,If I Were A Boy - Dance Mixes - Volume I,FALSE,"pop, r&b",2/3/2009,0QmOyQeDUh0xxfpSgrXmsX,0.782,0.727,0.693,-8.407,0.000161,0.375,0.876,0.0699,10,126.998,0,385720,4
"Beyoncé, DJ Escape, Dom Capello",If I Were a Boy - DJ Escape & Dom Capello Remix - Main,If I Were A Boy - Dance Mixes - Volume I,FALSE,"pop, r&b",2/3/2009,5IB3eduYtLtc2Kz0cOG6pq,0.731,0.553,0.894,-8.06,0.00298,0.451,0.358,0.0502,6,127.99,0,508240,4
"Beyoncé, Maurice Joshua for Nu Soul Inc.",If I Were a Boy - Maurice Joshua Mojo UK Remix - Radio Edit,If I Were A Boy - Dance Mixes - Volume I,FALSE,"pop, r&b",2/3/2009,5PcJiNy7PtMrOyo7Al7zhy,0.706,0.774,0.845,-5.328,0.00265,0.00154,0.341,0.034,1,126.011,1,194867,4
"Beyoncé, Achilles Sparta, Peter Krajczar",If I Were a Boy - Karmatronic Remix - Radio Edit,If I Were A Boy - Dance Mixes - Volume I,FALSE,"pop, r&b",2/3/2009,2qb8W9YVXU5LYymPmcr4FJ,0.703,0.729,0.817,-7.105,0.000885,0.0244,0.336,0.0514,10,126.997,0,211893,4
"Beyoncé, DJ Escape, Dom Capello",If I Were a Boy - DJ Escape & Dom Capello Remix - Radio Edit,If I Were A Boy - Dance Mixes - Volume I,FALSE,"pop, r&b",2/3/2009,5uIQvvqLYvs0Sn8ceMaZ9v,0.637,0.614,0.813,-7.392,0.0239,0.129,0.402,0.0367,6,127.993,0,247120,4
Beyoncé,At Last - Live from Fashion Rocks,At Last,FALSE,"pop, r&b",11/18/2008,4fpwCdERUIdL1kSmtWTiYb,0.242,0.559,0.438,-12.615,0.519,0.00523,0.765,0.0694,2,171.357,0,173240,3
"Beyoncé, Alejandro Fernández",Amor Gitano,Irreemplazable,FALSE,"pop, r&b",8/27/2007,2N1D0rf5uu3kYLxgEXWB8E,0.39,0.627,0.758,-5.687,0.457,0,0.188,0.322,4,168.128,0,228413,4
Beyoncé,Listen (Oye) - Spanish Version,Irreemplazable,FALSE,"pop, r&b",8/27/2007,0XVoi0Laai9IeAYu4rdLGs,0.477,0.135,0.644,-3.119,0.572,0,0.0973,0.0458,11,123.021,1,221200,4
Beyoncé,Irreplaceable (Irreemplazable) - Spanish version,Irreemplazable,FALSE,"pop, r&b",8/27/2007,0ee8m2bFx5PgHiop3oaQSY,0.632,0.588,0.707,-3.532,0.108,5.14E-06,0.2,0.24,10,175.91,1,227667,4
Beyoncé,Beautiful Liar (Bello Embustero) - Spanish Version,Irreemplazable,FALSE,"pop, r&b",8/27/2007,0ujyZVgw0rpdH1dWgIy2qt,0.646,0.551,0.806,-4.491,0.088,1.46E-06,0.251,0.134,7,92.028,1,200813,4
"Beyoncé, Shakira, Visitante",Beautiful Liar - Remix,Irreemplazable,FALSE,"pop, r&b",8/27/2007,7Kcjtnzm5NM7abCLAwr8dE,0.747,0.478,0.76,-3.797,0.0071,0.000149,0.264,0.0605,1,91.98,1,180520,4
Beyoncé,Beautiful Liar (feat. Sasha) - Spanglish Version,Irreemplazable,FALSE,"pop, r&b",8/27/2007,6v0OnoQPU4AnhJAQMAvLbe,0.68,0.541,0.739,-5.133,0.00344,0.00219,0.0835,0.0496,8,92.11,1,199427,4
"Beyoncé, Rudy Pérez",Irreplaceable (Irreemplazable) - Nortena Remix,Irreemplazable,FALSE,"pop, r&b",8/27/2007,1LxDdPfaptGhHEN1FNBChu,0.525,0.873,0.807,-4.124,0.16,5.24E-06,0.213,0.111,10,175.869,1,230560,4
"Beyoncé, Timothy Mosely, King Logan and Jerome Harmon for Timbaland Productions, King Logan, Jerome Harmon",Get Me Bodied - Timbaland Remix featuring Voltio,Irreemplazable,FALSE,"pop, r&b",8/27/2007,0qetu9HC8KVCPgQz9lxOj9,0.837,0.59,0.737,-5.928,0.0461,3.73E-06,0.32,0.302,10,96.534,0,374587,4
"Beyoncé, James Wiltshire and Russell Small for Freemaison www.freemaison.com, Russell Small",Green Light - Freemasons Remix,Green Light Freemasons EP,FALSE,"pop, r&b",7/27/2007,5XyPQLgbrwSvVpfU1Uwn9T,0.65,0.726,0.949,-3.8,0.00658,0.000566,0.343,0.0568,1,126.029,1,199547,4
"Beyoncé, Shakira",Beautiful Liar - Freemasons Club Remix,Green Light Freemasons EP,FALSE,"pop, r&b",7/27/2007,7pNsxfdIiyl1fesIsBamAV,0.632,0.902,0.863,-4.77,0.000227,0.459,0.612,0.0375,7,125.997,1,451907,4
"Beyoncé, JAY-Z, Russell Small, James Wiltshire",Deja Vu (feat. Jay-Z) - Freemasons Radio Mix,Green Light Freemasons EP,FALSE,"pop, r&b",7/27/2007,0wRN5edYtBPXfA6HC1rMhX,0.687,0.855,0.963,-4.327,0.00953,0.000658,0.328,0.0712,0,126.045,0,195427,4
"Beyoncé, Freemasons",Ring The Alarm - Freemasons Club Mix Radio Edit,Green Light Freemasons EP,FALSE,"pop, r&b",7/27/2007,0s8W3SU93MeQdkKvZJ8ZCV,0.668,0.944,0.962,-2.706,0.0739,0.0367,0.47,0.0697,7,129.996,1,206707,4
"Beyoncé, Shakira",Beautiful Liar,Beautiful Liar,FALSE,"pop, r&b",3/26/2007,2P5cIXejqLpHDQeCHAbbBG,0.763,0.38,0.756,-3.926,0.00595,0.000247,0.173,0.0685,8,92.004,1,201520,4
Beyoncé,Beautiful Liar (Bello Embustero) - Spanish Version,Beautiful Liar,FALSE,"pop, r&b",3/26/2007,5WkGNlvZAojLqoMUcXisKJ,0.662,0.565,0.8,-4.663,0.113,0,0.301,0.146,7,92.104,1,202213,4
Beyoncé,Beautiful Liar (feat. Sasha) - Spanglish Version,Beautiful Liar,FALSE,"pop, r&b",3/26/2007,3h03zEVzbGQY8kxrMv3aQd,0.628,0.56,0.708,-5.592,0.00354,0.0025,0.0743,0.041,8,92.793,1,201227,4
Beyoncé,Beautiful Liar - Instrumental,Beautiful Liar,FALSE,"pop, r&b",3/26/2007,4wJ90aZ3MK7OmQ60XBfsAB,0.852,0.476,0.524,-6.788,0.000585,0.937,0.093,0.0432,0,91.997,0,199187,4
"Beyoncé, Ralph Rosario, Craig J. Snider",Irreplaceable - Ralphi & Craig Club Radio Remix,Irreplaceable (remixes),FALSE,"pop, r&b",2/13/2007,42hK2V65DqDPwXEPt2ZULl,0.73,0.569,0.968,-2.925,0.127,0.00516,0.505,0.0673,5,133.001,0,248314,4
"Beyoncé, Ralph Rosario, Craig J. Snider",Irreplaceable - Ralphi & Craig Club Voc Remix,Irreplaceable (remixes),FALSE,"pop, r&b",2/13/2007,5hqgBE5IFypMqGeXz8rUjE,0.743,0.682,0.991,-4.715,0.0394,0.639,0.0689,0.0524,5,132.999,0,530948,4
"Beyoncé, Ralph Rosario",Irreplaceable - Ralphi Rosario Dub Remix,Irreplaceable (remixes),FALSE,"pop, r&b",2/13/2007,7DjuuQXbijmUOyjAJ77wBf,0.762,0.168,0.993,-5.241,0.0149,0.856,0.0381,0.0437,10,133.003,1,566938,4
"Beyoncé, Maurice Joshua",Irreplaceable - Maurice Joshua Remix Edit,Irreplaceable (remixes),FALSE,"pop, r&b",2/13/2007,6yeXlmv0FXXZyoCyl5EB30,0.83,0.721,0.938,-3.301,0.0263,0.0399,0.404,0.0575,1,122.987,1,243484,4
"Beyoncé, Maurice Joshua",Irreplaceable - Maurice Joshua Club Remix,Irreplaceable (remixes),FALSE,"pop, r&b",2/13/2007,1J4wpizNJFTxD8Jp7zBAs7,0.832,0.769,0.918,-3.515,0.00427,0.391,0.0898,0.0699,1,122.998,1,425854,4
Beyoncé,Irreplaceable - fetauring Ghostface Killah,Irreplaceable (remixes),FALSE,"pop, r&b",2/13/2007,43aeyVCgHx1OMwwskoHw9E,0.486,0.561,0.719,-3.987,0.0316,0,0.466,0.39,10,175.736,1,284816,4
"Beyoncé, DJ Speedy",Irreplaceable - DJ Speedy Remix,Irreplaceable (remixes),FALSE,"pop, r&b",2/13/2007,4WRuv8HB59w77ElhgGfZGu,0.716,0.132,0.55,-3.417,0.0039,0.302,0.202,0.156,5,175.969,0,260203,4
Beyoncé,Irreplaceable,Irreplaceable,FALSE,"pop, r&b",12/5/2006,4tPuAry4g0EMJTQhG35yBg,0.56,0.525,0.713,-4.187,0.0237,3.23E-06,0.0947,0.347,10,175.776,1,230573,4
Beyoncé,Irreplaceable - Instrumental,Irreplaceable,FALSE,"pop, r&b",12/5/2006,6bpKtn87CX8SHVzukUndCQ,0.674,0.389,0.614,-5.845,6.92E-05,0.892,0.0841,0.0545,10,175.985,1,229173,4
"Beyoncé, Collie Buddz, The Tranzformas",Ring The Alarm (feat. Collie Buddz),Ring The Alarm (Urban Mixes),FALSE,"pop, r&b",10/31/2006,5dzfKpUQzRdU0Z2KjaJDPZ,0.582,0.613,0.934,-5.192,0.0771,0,0.856,0.474,4,178.118,0,252347,4
"Beyoncé, Jazze Pha, Cedkeyz",Ring The Alarm - Jazze Pha Remix,Ring The Alarm (Urban Mixes),FALSE,"pop, r&b",10/31/2006,62LIkWt4XFhd9fPo6dwVi9,0.604,0.51,0.593,-5.402,0.0323,0.000985,0.266,0.353,4,85.338,0,227120,4
"Beyoncé, Derek ""Grizz"" Edwards",Ring The Alarm - Grizz Remix,Ring The Alarm (Urban Mixes),FALSE,"pop, r&b",10/31/2006,4yt2a5wOXtQ79nXa5Lzl1d,0.641,0.344,0.855,-6.306,0.00522,1.04E-06,0.864,0.381,9,85.435,1,212173,4
"Beyoncé, Freemasons",Ring The Alarm - Freemasons Club Mix,Ring The Alarm (Dance Mixes),FALSE,"pop, r&b",10/31/2006,6d8D0OKT1qlXoyDTcGFDDq,0.675,0.95,0.897,-4.136,0.00927,0.726,0.0487,0.0528,7,130.002,1,513800,4
"Beyoncé, Achilles Sparta, Peter Krajczar",Ring The Alarm - Karmatronic Remix,Ring The Alarm (Dance Mixes),FALSE,"pop, r&b",10/31/2006,0kg8DbvGDf3XZzHsVn2vwQ,0.708,0.23,0.932,-5.736,0.000381,0.073,0.207,0.266,2,137.967,1,199467,4
Beyoncé,Ring The Alarm - Migtight Remix,Ring The Alarm (Dance Mixes),FALSE,"pop, r&b",10/31/2006,7HWd1jWeGLS0lxv4QRqCtP,0.633,0.405,0.649,-6.134,0.0957,5.72E-06,0.127,0.31,2,216.788,1,199840,4
Beyoncé,Ring The Alarm,Ring The Alarm,FALSE,"pop, r&b",10/17/2006,0Vc4FpaNlhtcfYu3OqwGhg,0.54,0.461,0.745,-8.352,0.0411,0.000137,0.1,0.481,2,113.571,1,206013,5
Beyoncé,Ring The Alarm - Instrumental,Ring The Alarm,FALSE,"pop, r&b",10/17/2006,0uVlJldvBkXNgrVmqSsDW3,0.504,0.358,0.71,-9.607,0.00521,0.903,0.124,0.23,2,170.651,1,205107,4
"Beyoncé, Achilles Sparta, Peter Krajczar",Ring The Alarm - Karmatronic Remix,Ring The Alarm,FALSE,"pop, r&b",10/17/2006,0DPHWr8SAeZ0Px1xAiVSbo,0.706,0.218,0.932,-5.748,0.000404,0.0492,0.18,0.248,2,137.985,1,199613,4
Beyoncé,Ring The Alarm - Migtight Remix,Ring The Alarm,FALSE,"pop, r&b",10/17/2006,0XupM3nG5E02OW9fwsWhJv,0.83,0.403,0.641,-6.114,0.0938,3.09E-06,0.114,0.201,2,108.363,1,199733,4
"Beyoncé, Collie Buddz, The Tranzformas",Ring The Alarm (feat. Collie Buddz),Ring The Alarm,FALSE,"pop, r&b",10/17/2006,5DPL5vQeNSDfP0R56v9glI,0.572,0.579,0.936,-5.03,0.0633,0,0.846,0.46,4,178.233,0,252280,4
"Beyoncé, Jazze Pha, Cedkeyz",Ring The Alarm - Jazze Pha Remix,Ring The Alarm,FALSE,"pop, r&b",10/17/2006,5C0a9D8Erdmdp9JL17Xyzm,0.596,0.501,0.6,-5.391,0.0402,0.000509,0.304,0.357,4,84.305,0,226960,4
"Beyoncé, Derek ""Grizz"" Edwards",Ring The Alarm - Grizz Remix,Ring The Alarm,FALSE,"pop, r&b",10/17/2006,2xgj6uRFCFLN06sM9dutuH,0.623,0.365,0.856,-6.121,0.00409,3.52E-06,0.867,0.312,1,85.471,0,212200,4
"Beyoncé, Shakira",Beautiful Liar - Freemasons Remix Edit,Beautiful Liar (Freemasons Remix Edit),FALSE,"pop, r&b",8/18/2006,4VRUhzkwxPLoDZ1CJXXLkz,0.592,0.605,0.908,-5.271,0.000463,0.0151,0.0746,0.0308,8,125.984,1,207360,4
"Beyoncé, JAY-Z",Deja Vu (feat. Jay-Z),Deja Vu (feat. Jay-Z),FALSE,"pop, r&b",8/5/2006,6JjBYAT9eiS1LEtav863Ru,0.763,0.362,0.728,-4.944,0.00677,1.22E-05,0.0915,0.326,7,105.923,1,239960,4
"Beyoncé, JAY-Z, Russell Small, James Wiltshire",Deja Vu (feat. Jay-Z) - Freemasons Radio Mix,Deja Vu (feat. Jay-Z),FALSE,"pop, r&b",8/5/2006,4kf8eko93JWjalETh1O2Xu,0.708,0.886,0.978,-2.992,0.0264,0.000489,0.274,0.0541,7,126.03,0,195293,4
"Beyoncé, Voltio, Bama Boyz",Check On It (feat. Voltio) - Bama Boyz Reggaeton Remix,Check On It (feat. Voltio),FALSE,"pop, r&b",2/28/2006,3OBSkJgaoQAM2vNpg6070c,0.758,0.869,0.751,-4.985,0.0635,0,0.0922,0.145,2,89.943,1,208293,4
"Beyoncé, Bama Boyz",Check On It - Bama Boyz Reggaeton Remix Instrumental,Check On It (feat. Voltio),FALSE,"pop, r&b",2/28/2006,4dP3cD278R8DBKbS1EE92h,0.69,0.63,0.609,-7.677,0.000572,0.932,0.0384,0.126,11,179.936,0,208027,4
"Beyoncé, Bun B, Slim Thug",Check On It (feat. Bun B & Slim Thug),Check On It (Remix 5 Pak) (feat. Bun B & Slim Thug),FALSE,"pop, r&b",1/31/2006,56mAv6TVHL4QXcD4B4Ezvg,0.707,0.922,0.881,-4.066,0.0782,0,0.388,0.249,7,166.02,1,210707,4
"Beyoncé, Slim Thug, Junior Vasquez",Check On It (feat. Slim Thug) - Junior Vasquez Club Mix,Check On It (Remix 5 Pak) (feat. Bun B & Slim Thug),FALSE,"pop, r&b",1/31/2006,30rb2ieG7BD0xpGU89en1f,0.689,0.645,0.977,-4.825,0.0609,0.479,0.0644,0.0653,11,130.011,0,511387,4
"Beyoncé, Slim Thug, Maurice Joshua",Check On It (feat. Slim Thug) - Maurice's Nu Soul Mix,Check On It (Remix 5 Pak) (feat. Bun B & Slim Thug),FALSE,"pop, r&b",1/31/2006,65NpACLdVSM0GeatAksuTi,0.801,0.967,0.849,-6.403,0.00449,0.000465,0.0373,0.0416,11,130.004,0,359413,4
"Beyoncé, Slim Thug, Maurice Joshua",Check On It (feat. Slim Thug) - King Klub Mix,Check On It (Remix 5 Pak) (feat. Bun B & Slim Thug),FALSE,"pop, r&b",1/31/2006,7akK6Fiztqgh8SvgCtbkXE,0.793,0.576,0.847,-6.476,0.000559,0.00427,0.0561,0.0373,2,129.994,1,408173,4
"Beyoncé, Bun B, Slim Thug, Bama Boyz",Check On It (feat. Bun B & Slim Thug),Check On It (Remix 5 Pak) (feat. Bun B & Slim Thug),FALSE,"pop, r&b",1/31/2006,7byWBvitPVbnTX6M7AyM2s,0.718,0.503,0.733,-5.401,0.0141,0,0.308,0.297,2,166.06,1,234333,4
"Beyoncé, JAY-Z",Deja Vu (feat. Jay-Z),Deja Vu (feat. Jay-Z),FALSE,"pop, r&b",1/1/2006,1DN9QmcCfImicRfZtHxHKH,0.743,0.348,0.745,-4.948,0.00837,4.84E-05,0.0851,0.332,7,105.873,1,239960,4
"Beyoncé, JAY-Z, Russell Small, James Wiltshire",Deja Vu (feat. Jay-Z) - Freemasons Radio Mix,Deja Vu (feat. Jay-Z),FALSE,"pop, r&b",1/1/2006,7F4TdWqvFNvvKhpfw0zAyA,0.69,0.896,0.961,-4.344,0.00872,0.000348,0.297,0.0701,0,126.045,0,195307,4
"Beyoncé, Russell Small, James Wiltshire",Deja Vu - Freemasons Club Mix,Deja Vu (feat. Jay-Z),FALSE,"pop, r&b",1/1/2006,4pUG4J6YW512tNPYbQiRw4,0.719,0.873,0.931,-5.394,0.00148,0.625,0.371,0.0466,7,126.004,0,485147,4
"Beyoncé, Maurice Joshua",Deja Vu - Maurice's Nusoul Mix,Deja Vu (feat. Jay-Z),FALSE,"pop, r&b",1/1/2006,5X94ovgjRsl0Oza16yo2mG,0.845,0.884,0.708,-7.124,0.00188,0.297,0.0268,0.0626,8,126.001,1,360773,4
"Beyoncé, Maurice Joshua",Deja Vu - Maurice's Nusoul Mixshow Mix,Deja Vu (feat. Jay-Z),FALSE,"pop, r&b",1/1/2006,0HTeshY4n11xTIOifV85V6,0.831,0.42,0.88,-5.6,0.0146,0.417,0.0614,0.0671,8,131.014,1,357693,4
"Beyoncé, Lil' Flip",Naughty Girl (feat. Lil' Flip),Naughty Girl (featuring Lil' Flip),FALSE,"pop, r&b",6/1/2004,2j9wIalfUOk9a0qoHm6YRW,0.529,0.795,0.541,-7.758,0.261,0,0.0839,0.3,6,199.501,0,247107,4
Beyoncé,Naughty Girl,Naughty Girl,FALSE,"pop, r&b",5/18/2004,3E1Axr4kWMkhAhJM3S2EJ3,0.591,0.648,0.462,-8.693,0.224,1.22E-05,0.0857,0.166,6,200.042,0,208467,4
"Beyoncé, Bilal",Everything I Do,Naughty Girl,FALSE,"pop, r&b",5/18/2004,3Us8doP9Meoqjfl1f27oBB,0.567,0.532,0.557,-6.805,0.327,0,0.177,0.116,7,88.957,1,261000,4
Beyoncé,The Star Spangled Banner - Super Bowl XXXVIII Performance A Cappella,The Star Spangled Banner - Super Bowl XXXVIII Performance,FALSE,"pop, r&b",2/1/2004,6TETYLUOA4VClpkxl79Lcc,0.195,0.255,0.326,-11.412,0.834,5.05E-06,0.408,0.0419,2,78.444,1,154667,4
Beyoncé,"Me, Myself and I - Radio Edit","Me, Myself And I",FALSE,"pop, r&b",10/28/2003,3cPqQp5ZWwUiUTnaNMeFSZ,0.761,0.512,0.476,-8.852,0.279,1.66E-05,0.126,0.102,1,83.597,1,238107,4
"Beyoncé, Junior Vasquez",Krazy In Luv - Junior's Dance Radio Mix,"Me, Myself And I",FALSE,"pop, r&b",10/28/2003,6VfydFn17hf31kcl22KR7u,0.719,0.547,0.936,-5.258,0.00709,0.408,0.101,0.0486,7,130.033,0,219160,4
"Beyoncé, JAY-Z",Crazy In Love (feat. Jay-Z),Crazy In Love (featuring Jay-Z),FALSE,"pop, r&b",5/20/2003,19lLzX7vt4BhrSOaHeRyn7,0.656,0.7,0.767,-6.607,0.00248,0,0.0688,0.21,2,99.201,0,236120,4
Beyoncé,Work It Out - New Radio Edit,Work It Out,FALSE,"pop, r&b",6/17/2002,3hBf0RhTUX3qKJFKaagnIg,0.674,0.96,0.838,-4.066,0.417,0,0.189,0.2,5,173.946,1,221773,4
"Beyoncé, Victor Calderone, Mac Quayle",Work It Out - Blow Your Horn Dub,Work It Out,FALSE,"pop, r&b",6/17/2002,7t8C85BFp6CwB3PS8Wao1D,0.725,0.295,0.783,-6.275,0.00439,0.682,0.143,0.0537,11,129.976,0,597520,4
"Beyoncé, Azza",Work It Out - Azza's Nu Soul Mix,Work It Out,FALSE,"pop, r&b",6/17/2002,4E82n1R43NJJ2M5A0I5IS1,0.552,0.74,0.728,-6.6,0.184,0.000564,0.0868,0.331,2,86.902,1,287200,4
"Beyoncé, Maurice Joshua",Work It Out - Maurice's Nu Soul Mix,Work It Out,FALSE,"pop, r&b",6/17/2002,3iqTyC2c1sincQjj5t3Fdo,0.832,0.646,0.651,-6.926,0.0011,0.562,0.352,0.049,5,126.013,0,430613,4
